GB_index,Sigma,Misorientation_Index,L11,L12,L13,R11,R12,R13,L21,L22,L23,R21,R22,R23,L31,L32,L33,R31,R32,R33,t1,t2,t3,cos,disorientation,h1,k1,l1,h2,k2,l2,ytilt,ztilt,DSC11,DSC12,DSC13,DSC21,DSC22,DSC23,DSC31,DSC32,DSC33,CSL11,CSL12,CSL13,CSL21,CSL22,CSL23,CSL31,CSL32
362,51,65,5,2,1,5,2,-1,5,-8,-9,5,-8,9,-2,10,-10,2,-10,-10,1,1,0,0.960784314,16.0989,5,2,1,5,2,1,0,0,0.392156863,-0.960784314,0.960784314,-1.156862745,5.784313725,-4.784313725,1.196078431,-5.980392157,4.980392157,5,1,0,59,-40,-11,32,-20
363,85,69,5,2,1,5,2,-1,5,-8,-9,-5,8,-9,-2,10,-10,-2,10,10,2,2,1,0.152941176,81.2026,5,2,1,5,2,1,0,0,-0.529411765,0.647058824,-3.647058824,-0.588235294,0.941176471,-4.941176471,5.705882353,-9.129411765,47.72941176,-16,-10,0,-15,-112,-41,-9,-101
364,105,37,11,8,5,11,8,5,1,-2,1,-1,2,-1,6,-2,-10,-6,2,10,2,1,1,-0.828571429,145.952,11,8,5,11,8,5,1,0,4.104761905,-4.923809524,-0.952380952,-15.02857143,18.34285714,3.714285714,25.66666667,-31.33333333,-6.333333333,11,8,5,-71,-128,25,-49,-87
365,35,36,11,8,5,11,8,-5,1,-2,1,1,-2,-1,6,-2,-10,-6,2,-10,2,1,1,0.828571429,34.0477,11,8,5,11,8,5,1,0,0.371428571,-0.457142857,-1.285714286,0.171428571,-0.057142857,-0.285714286,-2.142857143,0.714285714,4.571428571,-1,-3,0,-13,16,45,-4,3
366,3,2,11,8,5,11,8,-5,1,-2,1,-1,2,1,6,-2,-10,6,-2,10,1,1,0,0.333333333,70.5288,11,8,5,11,8,5,0,0,1,-1,0,0.333333333,-0.666666667,0.333333333,1.666666667,-3.333333333,-0.333333333,4,2,0,1,0,-1,-4,-1
367,21,20,13,5,4,11,8,5,1,-1,-2,1,-2,1,-2,10,-6,6,-2,-10,2,1,0,0.523809524,58.4119,13,5,4,11,8,5,0,0,0.571428571,0.142857143,-1.285714286,-0.904761905,0.19047619,3.952380952,1.333333333,-0.333333333,-5.666666667,10,6,2,29,-5,-4,17,-4
368,5,1,13,5,4,11,8,5,1,-1,-2,-1,2,-1,-2,10,-6,-6,2,10,1,0,0,0.8,36.8699,13,5,4,11,8,5,0,0,0.2,0,-1.4,-1.2,-1,3.4,-0.4,0,0.8,-2,-1,-1,-4,-5,3,-1,-1
369,105,38,13,5,4,13,5,4,1,-1,-2,-1,1,2,-2,10,-6,2,-10,6,2,1,1,0.542857143,57.1217,13,5,4,13,5,4,1,0,1.123809524,-1.952380952,-0.961904762,-0.838095238,1.523809524,0.819047619,3.8,-7,-3.6,13,5,4,116,85,-37,102,73
370,35,36,13,5,4,13,5,-4,1,-1,-2,1,-1,2,-2,10,-6,2,-10,-6,2,1,1,0.828571429,34.0477,13,5,4,13,5,4,1,0,0.457142857,-1.285714286,0.371428571,-0.485714286,2.428571429,-0.457142857,1.514285714,-7.571428571,1.542857143,5,1,0,39,-20,-23,3,0
371,3,2,13,5,4,13,5,-4,1,-1,-2,-1,1,-2,-2,10,-6,-2,10,6,1,1,0,0.333333333,70.5288,13,5,4,13,5,4,0,0,0.333333333,-1.333333333,0.333333333,0.666666667,-0.666666667,0.666666667,-1.666666667,1.666666667,-0.666666667,-1,-1,0,-1,4,-1,0,-1
372,15,4,13,5,4,11,8,-5,1,-1,-2,1,-2,-1,-2,10,-6,-6,2,-10,2,1,0,0.666666667,48.1897,13,5,4,11,8,5,0,0,1.066666667,0.333333333,0.866666667,0.2,0,0.6,-0.866666667,-0.333333333,-2.266666667,6,-2,-2,-1,1,2,-16,-5
373,7,8,13,5,4,11,8,-5,1,-1,-2,-1,2,1,-2,10,-6,6,-2,10,1,1,1,0.785714286,38.2132,13,5,4,11,8,5,0,0,0.428571429,-1.142857143,-0.714285714,0.285714286,-0.428571429,-0.142857143,-3.428571429,5.142857143,3.714285714,-6,-4,0,-1,-9,4,-2,-7
374,105,38,2,1,1,2,1,1,6,-10,-2,6,-2,-10,4,5,-13,-4,13,-5,2,1,1,0.542857143,57.1217,2,1,1,2,1,1,0,0,-0.352380952,0.80952381,-1.104761905,0.038095238,0.047619048,-0.123809524,-0.057142857,-0.571428571,0.685714286,-2,-1,-1,-32,-145,-1,-3,-16
375,35,36,2,1,1,2,1,1,6,-10,-2,-6,2,10,4,5,-13,4,-13,5,2,1,1,0.828571429,34.0477,2,1,1,2,1,1,0,0,0.314285714,1.142857143,-0.771428571,0.057142857,-0.428571429,0.314285714,0.057142857,0.571428571,-0.685714286,2,1,1,36,-25,23,25,-16
376,105,37,2,1,1,2,1,1,2,-10,6,2,6,-10,8,-5,-11,-8,11,5,2,1,1,-0.828571429,145.952,2,1,1,2,1,1,0,0,0.447619048,-0.904761905,-0.99047619,-0.076190476,0.047619048,0.104761905,-0.514285714,0.571428571,0.457142857,-2,-1,-1,-128,-25,71,-87,-16
377,35,36,2,1,1,2,1,1,2,-10,6,-2,-6,10,8,-5,-11,8,-11,-5,2,1,1,0.828571429,34.0477,2,1,1,2,1,1,0,0,1.114285714,-0.571428571,-0.657142857,-0.742857143,0.714285714,0.771428571,0.514285714,-0.571428571,-0.457142857,2,1,1,4,15,47,5,14
378,53,25,14,4,0,14,4,0,0,0,2,0,0,-2,4,-14,0,-4,14,0,1,0,0,0.849056604,31.8908,14,4,0,14,4,0,1,0,-0.735849057,3.075471698,2,5.773584906,-20.20754717,-13,-8,28,18,14,4,0,45,28,-53,19,13
379,109,70,13,7,0,13,7,0,0,0,2,0,0,-2,7,-13,0,-7,13,0,1,0,0,0.834862385,33.3985,13,7,0,13,7,0,1,0,1.119266055,-1.935779817,-1,-6.293577982,11.68807339,6,21,-39,-20,13,7,0,60,91,-109,38,54
380,109,70,2,0,0,2,0,0,0,13,7,0,13,-7,0,-7,13,0,7,13,1,0,0,0.834862385,33.3985,2,0,0,2,0,0,0,0,1,0.550458716,0.834862385,0,0.963302752,0.211009174,0,-1.385321101,-0.28440367,2,0,0,109,-91,60,77,-64
381,111,71,11,10,1,11,10,1,2,-2,-2,-2,2,2,-3,4,-7,3,-4,7,1,1,1,0.986486486,9.43001,11,10,1,11,10,1,1,0,-0.900900901,1.09009009,0.009009009,1.900900901,-2.09009009,-0.009009009,-20,22,0,11,10,1,121,-1,-100,12,-1
382,37,72,11,10,1,11,10,-1,2,-2,-2,2,-2,2,-3,4,-7,3,-4,-7,1,1,1,0.635135135,50.57,11,10,1,11,10,1,1,0,0.432432432,-0.243243243,-1.324324324,-1.378378378,1.837837838,6.783783784,1.945945946,-2.594594595,-9.459459459,8,6,0,49,-16,-9,36,-13
383,3,2,11,10,1,11,10,-1,2,-2,-2,-2,2,-2,-3,4,-7,-3,4,7,1,1,0,0.333333333,70.5288,11,10,1,11,10,1,0,0,0,-1,1,-0.333333333,0.333333333,1.333333333,-0.333333333,0.333333333,-0.666666667,-1,-1,0,0,1,-1,1,-4
384,37,72,7,4,3,7,4,3,2,-2,-2,-2,2,2,-1,10,-11,1,-10,11,1,1,1,0.635135135,50.57,7,4,3,7,4,3,1,0,2.189189189,-2.891891892,-0.918918919,-9.756756757,13.56756757,4.675675676,23,-32,-11,7,4,3,49,-9,-16,47,-7
385,111,71,7,4,3,7,4,-3,2,-2,-2,2,-2,2,-1,10,-11,1,-10,-11,1,1,1,0.986486486,9.43001,7,4,3,7,4,3,1,0,0.189189189,-0.891891892,1.081081081,0.801801802,-8.018018018,10.81981982,0.009009009,-0.09009009,0.099099099,20,2,0,121,-100,-1,100,-91
386,3,2,7,4,3,7,4,-3,2,-2,-2,-2,2,-2,-1,10,-11,-1,10,11,1,1,0,0.333333333,70.5288,7,4,3,7,4,3,0,0,0,-1,1,-0.333333333,0.333333333,1.333333333,-0.333333333,0.333333333,-0.666666667,-1,-1,0,0,1,-1,1,-4
387,111,71,2,2,2,2,2,2,7,-4,-3,7,-3,-4,1,10,-11,-1,11,-10,1,1,1,0.986486486,9.43001,2,2,2,2,2,2,0,0,-1.09009009,-0.900900901,-0.009009009,0.981981982,-0.18018018,-0.801801802,-1.081081081,0.189189189,0.891891892,-2,-2,-2,100,1,121,91,2
388,37,72,2,2,2,2,2,2,7,-4,-3,-7,3,4,1,10,-11,1,-11,10,1,1,1,0.635135135,50.57,2,2,2,2,2,2,0,0,0.243243243,0.432432432,1.324324324,-0.297297297,0.027027027,0.27027027,1.081081081,-0.189189189,-0.891891892,2,2,2,-16,-49,-9,-3,-13
